obsNsubID	obsID	GenusSpecies	Genus	Species	status	subObsID	sppdens_inv	sppdens_nat	spperc_inv	spperc_nat	leafCN	litterCN	rootCN	shootCN	stemCN	ligmass	leaflign	litterlign	leafNarea	leafNmass	litterNmass	rootNmass	shootNmass	stemNmass	leafSLA	litterSLA
158	37	Stipa comata	Stipa	comata	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	37	Pseudoroegneria spicata	Pseudoroegneria	spicata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	NA	NA	NA
160	37	Pascopyron smithii	Pascopyron	smithii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	NA	NA	NA
161	37	Festuca idahoensis	Festuca	idahoensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	38	Centaurea maculosa	Centaurea	maculosa	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	NA	NA	NA
163	38	Stipa comata	Stipa	comata	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	38	Pseudoroegneria spicata	Pseudoroegneria	spicata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	NA	NA	NA
165	38	Pascopyron smithii	Pascopyron	smithii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	NA	NA	NA
166	38	Festuca idahoensis	Festuca	idahoensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	39	Centaurea maculosa	Centaurea	maculosa	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	NA	NA	NA
168	39	Stipa comata	Stipa	comata	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	39	Pseudoroegneria spicata	Pseudoroegneria	spicata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	NA	NA	NA
170	39	Pascopyron smithii	Pascopyron	smithii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	NA	NA	NA
171	39	Festuca idahoensis	Festuca	idahoensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	40	Centaurea maculosa	Centaurea	maculosa	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	NA	NA	NA
173	40	Stipa comata	Stipa	comata	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	40	Pseudoroegneria spicata	Pseudoroegneria	spicata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	NA	NA	NA
175	40	Pascopyron smithii	Pascopyron	smithii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	NA	NA	NA
176	40	Festuca idahoensis	Festuca	idahoensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	41	Centaurea maculosa	Centaurea	maculosa	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	NA	NA	NA
178	41	Stipa comata	Stipa	comata	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	41	Pseudoroegneria spicata	Pseudoroegneria	spicata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	NA	NA	NA
180	41	Pascopyron smithii	Pascopyron	smithii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	NA	NA	NA
181	41	Festuca idahoensis	Festuca	idahoensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
182	42	Centaurea maculosa	Centaurea	maculosa	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50	NA	NA	NA
183	42	Stipa comata	Stipa	comata	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	42	Pseudoroegneria spicata	Pseudoroegneria	spicata	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60	NA	NA	NA
185	42	Pascopyron smithii	Pascopyron	smithii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20	NA	NA	NA
186	42	Festuca idahoensis	Festuca	idahoensis	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	43	Bromus diandrus	Bromus	diandrus	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188	43	Sporobolus airoides	Sporobolus	airoides	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	44	Hordeum marinum	Hordeum	marinum	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	44	Sporobolus airoides	Sporobolus	airoides	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	45	Berberis thunbergii	Berberis	thunbergii	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	45	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	45	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	45	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	45	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	45	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	45	Carya spp	Carya	spp	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	45	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	46	Berberis thunbergii	Berberis	thunbergii	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	46	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	46	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
202	46	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
203	46	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	46	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	46	Carya spp	Carya	spp	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
206	46	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
207	47	Berberis thunbergii	Berberis	thunbergii	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
208	47	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
209	47	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
210	47	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
211	47	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212	47	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213	47	Carya spp	Carya	spp	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	47	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215	48	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	48	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217	48	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
218	48	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
219	48	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
220	48	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
221	48	Carya spp	Carya	spp	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
222	48	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223	49	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
224	49	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225	49	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
226	49	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
227	49	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	49	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229	49	Carya spp	Carya	spp	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
230	49	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	50	Berberis thunbergii	Berberis	thunbergii	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	50	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
233	50	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	50	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	50	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236	50	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
237	50	Fagus grandifolia	Fagus	grandifolia	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	50	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
239	50	Acer spp	Acer	spp	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
240	51	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	51	Vaccinium stamineum	Vaccinium	stamineum	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
242	51	Vaccinium pallidum	Vaccinium	pallidum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
243	51	Vaccinium angustifolium	Vaccinium	angustifolium	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
244	51	Quercus spp	Quercus	spp	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
245	51	Gaylussacia baccata	Gaylussacia	baccata	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
246	51	Fagus grandifolia	Fagus	grandifolia	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
247	51	Betula lenta	Betula	lenta	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
248	51	Acer spp	Acer	spp	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	52	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
250	52	Quercus spp	Quercus	spp	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	52	Platanus occidentalis	Platanus	occidentalis	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	52	Liriodendron tulipifera	Liriodendron	tulipifera	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
253	52	Liquidambar styraciflua	Liquidambar	styraciflua	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	52	Lindera benzoin	Lindera	benzoin	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	52	Juglans nigra	Juglans	nigra	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	52	Fraxinus pennsylvanica	Fraxinus	pennsylvanica	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	52	Carya laciniosa	Carya	laciniosa	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	52	Acer rubrum	Acer	rubrum	N	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	53	Microstegium vimineum	Microstegium	vimineum	I	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
260	53	Quercus spp	Quercus	spp	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	53	Platanus occidentalis	Platanus	occidentalis	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	53	Liriodendron tulipifera	Liriodendron	tulipifera	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
263	53	Acer negundo	Acer	negundo	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
264	54	Mikania micrantha	Mikania	micrantha	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	54	Uvaria microcarpa	Uvaria	microcarpa	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	54	Uvaria grandiflora	Uvaria	grandiflora	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
267	54	Rhapis excelsa	Rhapis	excelsa	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	54	Pterospermum hterophyllum	Pterospermum	hterophyllum	N	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
269	54	Psychotria rubra	Psychotria	rubra	N	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	54	Phoenix roebelenii	Phoenix	roebelenii	N	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	54	Litsea glutinosa	Litsea	glutinosa	N	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	54	Gardenia jasminoides	Gardenia	jasminoides	N	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	54	Artocarpus hypargyreus	Artocarpus	hypargyreus	N	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
274	54	Aporosa chinensis	Aporosa	chinensis	N	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	55	Chrysanthemoides monilifera	Chrysanthemoides	monilifera	I	1	NA	NA	70	NA	20.70	60.30	NA	NA	NA	NA	NA	NA	NA	1.90	0.64	NA	NA	NA	NA	NA
276	55	Themeda australis	Themeda	australis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	55	Pteridium esculentum	Pteridium	esculentum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
278	55	Lomandra longifolia	Lomandra	longifolia	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	55	Leptospermum laevigatum	Leptospermum	laevigatum	N	5	NA	NA	NA	NA	36.80	92.90	NA	NA	NA	NA	NA	NA	NA	1.40	0.56	NA	NA	NA	NA	NA
280	55	Banksia integrifolia	Banksia	integrifolia	N	6	NA	NA	NA	NA	41.80	82.50	NA	NA	NA	NA	NA	NA	NA	1.20	0.60	NA	NA	NA	NA	NA
281	55	Acacia longifolia	Acacia	longifolia	N	7	NA	NA	NA	NA	19.20	35.40	NA	NA	NA	NA	NA	NA	NA	2.60	1.34	NA	NA	NA	NA	NA
282	56	Chrysanthemoides monilifera	Chrysanthemoides	monilifera	I	1	NA	NA	70	NA	20.70	60.30	NA	NA	NA	NA	NA	NA	NA	1.90	0.64	NA	NA	NA	NA	NA
283	56	Themeda australis	Themeda	australis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
284	56	Pteridium esculentum	Pteridium	esculentum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285	56	Lomandra longifolia	Lomandra	longifolia	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
286	56	Leptospermum laevigatum	Leptospermum	laevigatum	N	5	NA	NA	NA	NA	36.80	92.90	NA	NA	NA	NA	NA	NA	NA	1.40	0.56	NA	NA	NA	NA	NA
287	56	Banksia integrifolia	Banksia	integrifolia	N	6	NA	NA	NA	NA	41.80	82.50	NA	NA	NA	NA	NA	NA	NA	1.20	0.60	NA	NA	NA	NA	NA
288	56	Acacia longifolia	Acacia	longifolia	N	7	NA	NA	NA	NA	19.20	35.40	NA	NA	NA	NA	NA	NA	NA	2.60	1.34	NA	NA	NA	NA	NA
289	57	Chrysanthemoides monilifera	Chrysanthemoides	monilifera	I	1	NA	NA	70	NA	20.70	60.30	NA	NA	NA	NA	NA	NA	NA	1.90	0.64	NA	NA	NA	NA	NA
290	57	Themeda australis	Themeda	australis	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	57	Pteridium esculentum	Pteridium	esculentum	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	57	Lomandra longifolia	Lomandra	longifolia	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
293	57	Leptospermum laevigatum	Leptospermum	laevigatum	N	5	NA	NA	NA	NA	36.80	92.90	NA	NA	NA	NA	NA	NA	NA	1.40	0.56	NA	NA	NA	NA	NA
294	57	Banksia integrifolia	Banksia	integrifolia	N	6	NA	NA	NA	NA	41.80	82.50	NA	NA	NA	NA	NA	NA	NA	1.20	0.60	NA	NA	NA	NA	NA
295	57	Acacia longifolia	Acacia	longifolia	N	7	NA	NA	NA	NA	19.20	35.40	NA	NA	NA	NA	NA	NA	NA	2.60	1.34	NA	NA	NA	NA	NA
296	58	Schizachyrium condensatum	Schizachyrium	condensatum	I	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
297	58	Melinis minutiflora	Melinis	minutiflora	I	2	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	58	Andropogon virginicus	Andropogon	virginicus	I	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
299	58	Metrosideros polymorpha	Metrosideros	polymorpha	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	59	Schizachyrium condensatum	Schizachyrium	condensatum	I	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	59	Melinis minutiflora	Melinis	minutiflora	I	2	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
302	59	Andropogon virginicus	Andropogon	virginicus	I	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
303	59	Metrosideros polymorpha	Metrosideros	polymorpha	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	60	Acacia longifolia	Acacia	longifolia	I	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
305	60	"coastal sane dune ""herbs and shrubs"""	NA	NA	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
306	61	Melaleuca quinquenervia	Melaleuca	quinquenervia	I	1	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
307	61	Taxodium distichum	Taxodium	distichum	N	2	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
308	61	Pinus elliotii	Pinus	elliotii	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
309	62	Cornus drummondii	Cornus	drummondii	I	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	62	Sorghastrum nutans	Sorghastrum	nutans	N	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	62	Andropogon scoparius	Andropogon	scoparius	N	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	62	Andropogon gerardii	Andropogon	gerardii	N	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
